Week;Date;Till;Accounts;Total;Cash;# Cust.;Cash Av Spend;EFTPOS;# Cust.2;Cust # TOTAL;EFTPOS Av $pend;TOTAL Av Spend;Notes;Till Up Down;Reserved column;# of the week;Year;Day of the week;Week + Year;IsCristmas;Fixed
22;20 феврал€ 2008 г.;$1 338,96;$0,00;$0,00;$521,95;36;$14,50;$817,01;6;42;$136,17;$31,88;Bakery paid $658.24;-$0,15;;8;2008;Wed;2008-8;0;
22;21 феврал€ 2008 г.;$676,54;$0,00;$0,00;$564,80;46;$12,28;$111,74;3;49;$37,25;$13,81;;-$4,70;;8;2008;Thu;2008-8;0;
22;22 феврал€ 2008 г.;$1 061,92;$0,00;$0,00;$886,55;55;$16,12;$175,37;6;61;$29,23;$17,41;;-$2,80;;8;2008;Fri;2008-8;0;
22;23 феврал€ 2008 г.;$696,73;$0,00;$0,00;$504,95;25;$20,20;$191,78;4;29;$47,95;$24,03;;$0,00;;8;2008;Sat;2008-8;0;
;24 феврал€ 2008 г.;$5 064,76;$736,57;$5 801,33;;232;$14,35;$1 785,11;44;276;$53,45;$19,13;;-$2,55;;9;2008;Sun;2008-9;0;
23;25 феврал€ 2008 г.;$615,42;$0,00;$0,00;$530,85;25;$21,23;$84,57;3;28;$28,19;$21,98;;$0,05;;9;2008;Mon;2008-9;0;
23;26 феврал€ 2008 г.;$804,32;$0,00;$0,00;$624,05;38;$16,42;$180,27;5;43;$36,05;$18,71;;$0,95;;9;2008;Tue;2008-9;0;
23;27 феврал€ 2008 г.;$1 255,64;$0,00;$0,00;$773,20;47;$16,45;$482,44;3;50;$160,81;$25,11;;-$0,10;;9;2008;Wed;2008-9;0;
23;28 феврал€ 2008 г.;$1 512,68;$0,00;$0,00;$1 343,00;47;$28,57;$168,91;3;50;$56,30;$30,24;Body and Ruth ($721.10) counted in the figures);-$0,90;;9;2008;Thu;2008-9;0;
23;29 феврал€ 2008 г.;$1 606,99;$0,00;$0,00;$871,65;51;$17,09;$735,34;6;57;$122,56;$28,19;;-$0,90;;9;2008;Fri;2008-9;0;
23;1 марта 2008 г.;$758,84;$0,00;$0,00;$545,80;26;$20,99;$213,04;7;33;$30,43;$23,00;;$0,45;;9;2008;Sat;2008-9;0;
;2 марта 2008 г.;$6 553,89;$1 013,51;$7 576,10;;234;$20,13;$1 864,57;27;261;$72,39;$24,54;;-$0,45;;10;2008;Sun;2008-10;0;
24;3 марта 2008 г.;$653,86;$0,00;$0,00;$437,20;37;$11,82;$214,66;7;44;$30,67;$14,82;Exchange cheque $1004.95 not counted in day's takings;-$2,00;;10;2008;Mon;2008-10;0;
24;4 марта 2008 г.;$540,57;$0,00;$0,00;$477,30;39;$12,24;$63,27;3;42;$21,09;$12,87;;-$0,05;;10;2008;Tue;2008-10;0;
24;5 марта 2008 г.;$1 595,08;$0,00;$0,00;$641,70;30;$21,39;$953,38;6;36;$158,90;$44,31;Bakery $563.12, Lowline Stud service $329.45;$0,30;;10;2008;Wed;2008-10;0;
24;6 марта 2008 г.;$1 355,80;$0,00;$0,00;$913,40;62;$14,73;$442,40;5;67;$88,48;$20,24;;$0,65;;10;2008;Thu;2008-10;0;
24;7 марта 2008 г.;$1 496,89;$0,00;$0,00;$1 309,40;57;$22,97;$187,49;6;63;$31,25;$23,76;;$0,20;;10;2008;Fri;2008-10;0;
24;8 марта 2008 г.;$476,07;$0,00;$0,00;$332,55;24;$13,86;$143,52;3;27;$47,84;$17,63;;$0,00;;10;2008;Sat;2008-10;0;
;9 марта 2008 г.;$6 118,27;$1 592,00;$7 710,27;;249;$16,17;$2 004,72;30;279;$63,04;$22,27;;-$0,90;;11;2008;Sun;2008-11;0;
25;10 марта 2008 г.;$578,68;$0,00;$0,00;$507,25;26;$19,51;$71,43;2;28;$35,72;$20,67;;$0,00;;11;2008;Mon;2008-11;0;
25;11 марта 2008 г.;$655,28;$0,00;$0,00;$612,85;45;$13,62;$42,43;2;47;$21,22;$13,94;;-$5,00;;11;2008;Tue;2008-11;0;
25;12 марта 2008 г.;$1 290,99;$0,00;$0,00;$391,50;27;$14,50;$899,49;10;37;$89,95;$34,89;;-$1,30;;11;2008;Wed;2008-11;0;
25;13 марта 2008 г.;$1 106,10;$0,00;$0,00;$905,55;55;$16,46;$200,55;5;60;$40,11;$18,44;;$0,00;;11;2008;Thu;2008-11;0;
25;14 марта 2008 г.;$1 243,91;$0,00;$0,00;$697,95;39;$17,90;$545,96;8;47;$68,25;$26,47;;;;11;2008;Fri;2008-11;0;
25;15 марта 2008 г.;$1 052,83;$0,00;$0,00;$773,10;30;$25,77;$279,73;6;36;$46,62;$29,25;;;;11;2008;Sat;2008-11;0;
;16 марта 2008 г.;$5 927,79;$1 472,50;$7 400,29;;222;$17,96;$2 039,59;33;255;$50,31;$23,94;;;;12;2008;Sun;2008-12;0;
26;17 марта 2008 г.;$486,96;$0,00;$0,00;$411,90;39;$10,56;$75,06;1;40;$75,06;$12,17;;;;12;2008;Mon;2008-12;0;
26;18 марта 2008 г.;$1 336,27;$0,00;$0,00;$1 182,05;35;$33,77;$154,22;5;40;$30,84;$33,41;$664 was the Exchange;;;12;2008;Tue;2008-12;0;
26;19 марта 2008 г.;$1 186,90;$0,00;$0,00;$743,45;45;$16,52;$443,45;7;52;$63,35;$22,83;;;;12;2008;Wed;2008-12;0;
26;20 марта 2008 г.;$2 489,05;$0,00;$0,00;$1 428,10;77;$18,55;$1 440,95;18;95;$80,05;$30,20;Laidley Hotel cheque ($2453.56) not counted in day's takings;;;12;2008;Thu;2008-12;0;
26;21 марта 2008 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;Good Friday;;;12;2008;Fri;2008-12;0;
26;22 марта 2008 г.;$1 302,77;$0,00;$0,00;$558,20;28;$19,94;$744,57;4;32;$186,14;$40,71;;;;12;2008;Sat;2008-12;0;
;23 марта 2008 г.;$6 801,95;$2 029,21;$8 831,16;;224;$16,56;$2 858,25;35;259;$72,57;$23,22;;;;13;2008;Sun;2008-13;0;
27;24 марта 2008 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;Easter Monday;;;13;2008;Mon;2008-13;0;
27;25 марта 2008 г.;$614,14;$0,00;$0,00;$463,45;33;$14,04;$150,69;4;37;$37,67;$16,60;;-$0,95;;13;2008;Tue;2008-13;0;
27;26 марта 2008 г.;$754,69;$0,00;$0,00;$681,95;48;$14,21;$72,74;2;50;$36,37;$15,09;;$0,65;;13;2008;Wed;2008-13;0;
27;27 марта 2008 г.;$835,38;$0,00;$0,00;$722,65;45;$16,06;$112,73;3;48;$37,58;$17,40;;$0,00;;13;2008;Thu;2008-13;0;
27;28 марта 2008 г.;$970,98;$0,00;$0,00;$849,10;51;$16,65;$121,88;4;55;$30,47;$17,65;;$0,00;;13;2008;Fri;2008-13;0;
27;29 марта 2008 г.;$946,88;$0,00;$0,00;$693,85;43;$16,14;$253,03;6;49;$42,17;$19,32;;$0,00;;13;2008;Sat;2008-13;0;
;30 марта 2008 г.;$4 122,07;$1 596,30;$5 718,37;;220;$12,85;$711,07;19;239;$30,71;$14,35;;;;14;2008;Sun;2008-14;0;
28;31 марта 2008 г.;$1 097,36;$0,00;$0,00;$343,30;31;$11,07;$754,06;4;35;$188,52;$31,35;;$0,00;;14;2008;Mon;2008-14;0;
28;1 апрел€ 2008 г.;$825,64;$0,00;$0,00;$641,30;30;$21,38;$184,34;4;34;$46,09;$24,28;;$0,00;;14;2008;Tue;2008-14;0;
28;2 апрел€ 2008 г.;$755,52;$0,00;$0,00;$642,40;42;$15,30;$113,12;3;45;$37,71;$16,79;;$0,35;;14;2008;Wed;2008-14;0;
28;3 апрел€ 2008 г.;$756,22;$0,00;$0,00;$663,00;49;$13,53;$93,22;2;51;$46,61;$14,83;;$59,10;;14;2008;Thu;2008-14;0;
28;4 апрел€ 2008 г.;$1 265,57;$0,00;$0,00;$1 036,35;53;$19,55;$229,22;5;58;$45,84;$21,82;;-$14,95;;14;2008;Fri;2008-14;0;
28;5 апрел€ 2008 г.;$888,22;$0,00;$0,00;$780,20;36;$21,67;$108,02;3;39;$36,01;$22,77;;$0,00;;14;2008;Sat;2008-14;0;
;6 апрел€ 2008 г.;$5 588,53;$1 989,30;$7 577,83;;241;$17,08;$1 481,98;21;262;$66,79;$21,97;;;;15;2008;Sun;2008-15;0;
29;7 апрел€ 2008 г.;$636,20;$0,00;$0,00;$564,35;36;$15,68;$71,85;3;39;$23,95;$16,31;;-$1,15;;15;2008;Mon;2008-15;0;
29;8 апрел€ 2008 г.;$1 082,09;$0,00;$0,00;$386,25;29;$13,32;$695,84;5;34;$139,17;$31,83;;$8,00;;15;2008;Tue;2008-15;0;
29;9 апрел€ 2008 г.;$1 331,45;$0,00;$0,00;$915,90;41;$22,34;$415,55;4;45;$103,89;$29,59;;-$3,05;;15;2008;Wed;2008-15;0;
29;10 апрел€ 2008 г.;$1 530,34;$0,00;$0,00;$602,35;45;$13,39;$927,99;9;54;$103,11;$28,34;;-$0,05;;15;2008;Thu;2008-15;0;
29;11 апрел€ 2008 г.;$1 263,41;$0,00;$0,00;$874,35;48;$18,22;$389,06;5;53;$77,81;$23,84;;$0,60;;15;2008;Fri;2008-15;0;
29;12 апрел€ 2008 г.;$377,10;$0,00;$0,00;$324,45;25;$12,98;$52,65;3;28;$17,55;$13,47;;$0,55;;15;2008;Sat;2008-15;0;
;13 апрел€ 2008 г.;$6 220,59;$1 571,38;$7 791,97;;224;$15,99;$2 552,94;29;253;$77,58;$23,90;;;;16;2008;Sun;2008-16;0;
30;14 апрел€ 2008 г.;$604,37;$0,00;$0,00;$380,50;31;$12,27;$223,87;5;36;$44,77;$16,79;;-$3,80;;16;2008;Mon;2008-16;0;
30;15 апрел€ 2008 г.;$471,33;$0,00;$0,00;$294,50;22;$13,39;$176,83;6;28;$29,47;$16,83;;-$8,85;float up 2.70;16;2008;Tue;2008-16;0;
30;16 апрел€ 2008 г.;$698,67;$0,00;$0,00;$643,75;34;$18,93;$54,92;3;37;$18,31;$18,88;;-$32,45;;16;2008;Wed;2008-16;0;
30;17 апрел€ 2008 г.;$1 209,98;$0,00;$0,00;$981,70;48;$20,45;$228,28;7;55;$32,61;$22,00;;-$0,05;;16;2008;Thu;2008-16;0;
30;18 апрел€ 2008 г.;$1 867,34;$0,00;$0,00;$1 192,55;56;$21,30;$754,79;8;64;$94,35;$30,43;;;;16;2008;Fri;2008-16;0;
30;19 апрел€ 2008 г.;$537,95;$0,00;$0,00;$537,95;30;$17,93;$0,00;0;30;$0,00;$17,93;;;;16;2008;Sat;2008-16;0;
;20 апрел€ 2008 г.;$5 389,64;$1 703,67;$7 093,31;;221;$17,38;$1 438,69;29;250;$36,59;$20,48;;;;17;2008;Sun;2008-17;0;
31;21 апрел€ 2008 г.;$993,72;$0,00;$0,00;$630,95;40;$15,77;$362,77;9;49;$40,31;$20,28;;-$0,10;;17;2008;Mon;2008-17;0;
31;22 апрел€ 2008 г.;$464,85;$0,00;$0,00;$434,75;33;$13,17;$30,10;1;34;$30,10;$13,67;;$0,00;;17;2008;Tue;2008-17;0;
31;23 апрел€ 2008 г.;$952,72;$0,00;$0,00;$780,10;40;$19,50;$172,62;5;45;$34,52;$21,17;;$0,40;;17;2008;Wed;2008-17;0;
31;24 апрел€ 2008 г.;$1 442,14;$0,00;$0,00;$1 228,70;63;$19,50;$213,44;7;70;$30,49;$20,60;;;;17;2008;Thu;2008-17;0;
31;25 апрел€ 2008 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;Anzac day;;;17;2008;Fri;2008-17;0;
31;26 апрел€ 2008 г.;$991,42;$0,00;$0,00;$778,05;45;$17,29;$213,37;9;54;$23,71;$18,36;;;;17;2008;Sat;2008-17;0;
;27 апрел€ 2008 г.;$4 844,85;$2 153,61;$6 998,46;;221;$14,21;$992,30;31;252;$26,52;$15,68;;;;18;2008;Sun;2008-18;0;
32;28 апрел€ 2008 г.;$731,32;$0,00;$0,00;$410,00;37;$11,08;$321,32;2;39;$160,66;$18,75;;$0,00;;18;2008;Mon;2008-18;0;
32;29 апрел€ 2008 г.;$1 160,70;$0,00;$0,00;$668,15;39;$17,13;$492,55;5;44;$98,51;$26,38;;-$6,00;;18;2008;Tue;2008-18;0;
32;30 апрел€ 2008 г.;$856,06;$0,00;$0,00;$652,20;45;$14,49;$203,86;5;50;$40,77;$17,12;;-$2,10;;18;2008;Wed;2008-18;0;
32;1 ма€ 2008 г.;$1 070,53;$0,00;$0,00;$967,25;49;$19,74;$103,28;5;54;$20,66;$19,82;;-$1,20;;18;2008;Thu;2008-18;0;
32;2 ма€ 2008 г.;$1 302,09;$0,00;$0,00;$1 232,80;52;$23,71;$69,29;4;56;$17,32;$23,25;;$0,00;;18;2008;Fri;2008-18;0;
32;3 ма€ 2008 г.;$1 047,97;$0,00;$0,00;$790,35;46;$17,18;$257,62;5;51;$51,52;$20,55;;$0,80;;18;2008;Sat;2008-18;0;
;4 ма€ 2008 г.;$6 168,67;$1 954,88;$8 123,55;;268;$17,22;$1 447,92;26;294;$64,91;$20,98;;;;19;2008;Sun;2008-19;0;
33;5 ма€ 2008 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;Labour fDay;;;19;2008;Mon;2008-19;0;
33;6 ма€ 2008 г.;$737,54;$0,00;$0,00;$577,35;40;$14,43;$160,19;4;44;$40,05;$16,76;;-$6,20;;19;2008;Tue;2008-19;0;
33;7 ма€ 2008 г.;$1 717,01;$0,00;$0,00;$549,95;39;$14,10;$1 167,06;7;46;$166,72;$37,33;;$0,00;;19;2008;Wed;2008-19;0;
33;8 ма€ 2008 г.;$1 452,99;$0,00;$0,00;$791,75;45;$17,59;$661,24;13;58;$50,86;$25,05;;-$0,55;;19;2008;Thu;2008-19;0;
33;9 ма€ 2008 г.;$1 250,23;$0,00;$0,00;$832,05;50;$16,64;$418,18;10;60;$41,82;$20,84;;$0,25;;19;2008;Fri;2008-19;0;
33;10 ма€ 2008 г.;$724,95;$0,00;$0,00;$690,30;30;$23,01;$34,65;1;31;$34,65;$23,39;;$0,00;;19;2008;Sat;2008-19;0;
;11 ма€ 2008 г.;$5 882,72;$2 237,47;$8 120,19;;204;$14,30;$2 441,32;35;239;$55,68;$20,56;;;;20;2008;Sun;2008-20;0;
34;12 ма€ 2008 г.;$479,74;$0,00;$0,00;$420,85;31;$13,58;$58,80;3;34;$19,60;$14,11;;$1,40;;20;2008;Mon;2008-20;0;
34;13 ма€ 2008 г.;$643,12;$0,00;$0,00;$424,80;34;$12,49;$218,32;4;38;$54,58;$16,92;;$12,05;;20;2008;Tue;2008-20;0;
34;14 ма€ 2008 г.;$615,80;$0,00;$0,00;$589,45;36;$16,37;$26,35;1;37;$26,35;$16,64;;$0,30;;20;2008;Wed;2008-20;0;
34;15 ма€ 2008 г.;$1 258,71;$0,00;$0,00;$680,60;50;$13,61;$578,11;4;54;$144,53;$23,31;;-$13,55;;20;2008;Thu;2008-20;0;
34;16 ма€ 2008 г.;$1 302,35;$0,00;$0,00;$957,50;44;$21,76;$344,85;7;51;$49,26;$25,54;;$5,70;;20;2008;Fri;2008-20;0;
34;17 ма€ 2008 г.;$837,60;$0,00;$0,00;$629,50;33;$19,08;$208,10;7;40;$29,73;$20,94;;$0,00;;20;2008;Sat;2008-20;0;
;18 ма€ 2008 г.;$5 137,32;$1 505,77;$6 643,09;;228;$16,15;$1 434,53;26;254;$54,01;$19,58;;;;21;2008;Sun;2008-21;0;
35;19 ма€ 2008 г.;$1 012,78;$0,00;$0,00;$606,05;34;$17,83;$406,73;1;35;$406,73;$28,94;Hattonvale paide back bill;;;21;2008;Mon;2008-21;0;
35;20 ма€ 2008 г.;$900,08;$0,00;$0,00;$763,05;47;$16,24;$137,03;5;52;$27,41;$17,31;;;;21;2008;Tue;2008-21;0;
35;21 ма€ 2008 г.;$1 218,37;$0,00;$0,00;$409,30;32;$12,79;$809,07;4;36;$202,27;$33,84;side of beef 658.80;;;21;2008;Wed;2008-21;0;
35;22 ма€ 2008 г.;$1 078,60;$0,00;$0,00;$589,60;41;$14,38;$489,00;3;44;$163,00;$24,51;;-$15,80;;21;2008;Thu;2008-21;0;
35;23 ма€ 2008 г.;$1 431,57;$0,00;$0,00;$784,20;45;$17,43;$647,37;8;53;$80,92;$27,01;;$0,00;;21;2008;Fri;2008-21;0;
35;24 ма€ 2008 г.;$802,98;$0,00;$0,00;$336,45;25;$13,46;$466,53;6;31;$77,76;$25,90;;-$20,00;;21;2008;Sat;2008-21;0;
;25 ма€ 2008 г.;$6 444,38;$1 645,44;$8 089,82;;224;$15,35;$2 955,73;27;251;$159,68;$26,25;;;;22;2008;Sun;2008-22;0;
36;26 ма€ 2008 г.;$499,31;$0,00;$0,00;$395,55;24;$16,48;$103,76;2;26;$51,88;$19,20;;-$5,20;;22;2008;Mon;2008-22;0;
36;27 ма€ 2008 г.;$661,12;$0,00;$0,00;$582,35;36;$16,18;$78,77;2;38;$39,39;$17,40;;-$0,60;;22;2008;Tue;2008-22;0;
36;28 ма€ 2008 г.;$521,39;$0,00;$0,00;$468,05;35;$13,37;$53,34;4;39;$13,34;$13,37;;-$4,45;;22;2008;Wed;2008-22;0;
36;29 ма€ 2008 г.;$1 770,03;$0,00;$0,00;$896,50;36;$24,90;$873,53;10;46;$87,35;$38,48;;-$10,05;;22;2008;Thu;2008-22;0;
36;30 ма€ 2008 г.;$1 665,54;$0,00;$0,00;$1 284,60;53;$24,24;$380,94;7;60;$54,42;$27,76;;-$5,40;;22;2008;Fri;2008-22;0;
36;31 ма€ 2008 г.;$792,47;$0,00;$0,00;$486,50;22;$22,11;$305,97;6;28;$51,00;$28,30;;$6,35;;22;2008;Sat;2008-22;0;
;1 июн€ 2008 г.;$5 909,86;$1 851,11;$7 760,97;;206;$19,55;$1 796,31;31;237;$49,56;$24,09;;;;23;2008;Sun;2008-23;0;
37;2 июн€ 2008 г.;$453,71;$0,00;$0,00;$398,10;37;$10,76;$55,61;3;40;$18,54;$11,34;;$0,00;;23;2008;Mon;2008-23;0;
37;3 июн€ 2008 г.;$1 041,01;$0,00;$0,00;$1 003,45;35;$28,67;$37,56;1;36;$37,56;$28,92;;$2,00;;23;2008;Tue;2008-23;0;
37;4 июн€ 2008 г.;$662,69;$0,00;$0,00;$424,50;35;$12,13;$238,19;7;42;$34,03;$15,78;;-$17,80;;23;2008;Wed;2008-23;0;
37;5 июн€ 2008 г.;$1 131,85;$0,00;$0,00;$473,90;38;$12,47;$657,95;5;43;$131,59;$26,32;;;;23;2008;Thu;2008-23;0;
37;6 июн€ 2008 г.;$1 009,89;$0,00;$0,00;$876,95;48;$18,27;$132,94;5;53;$26,59;$19,05;;;;23;2008;Fri;2008-23;0;
37;7 июн€ 2008 г.;$568,23;$0,00;$0,00;$393,15;26;$15,12;$175,08;4;30;$43,77;$18,94;;;;23;2008;Sat;2008-23;0;
;8 июн€ 2008 г.;$4 867,38;$2 519,23;$7 386,61;;219;$16,24;$1 297,33;25;244;$48,68;$20,06;;;;24;2008;Sun;2008-24;0;
38;9 июн€ 2008 г.;$0,00;$0,00;$0,00;$0,00;0;$0,00;$0,00;0;0;$0,00;$0,00;;;;24;2008;Mon;2008-24;0;
38;10 июн€ 2008 г.;$933,77;$0,00;$0,00;$892,35;46;$19,40;$41,42;3;49;$13,81;$19,06;;;;24;2008;Tue;2008-24;0;
38;11 июн€ 2008 г.;$397,88;$0,00;$0,00;$380,05;34;$11,18;$17,83;1;35;$17,83;$11,37;;;;24;2008;Wed;2008-24;0;
38;12 июн€ 2008 г.;$780,82;$0,00;$0,00;$623,65;34;$18,34;$167,17;4;38;$41,79;$20,81;;-$6,05;;24;2008;Thu;2008-24;0;
38;13 июн€ 2008 г.;$1 108,55;$0,00;$0,00;$784,60;54;$14,53;$323,95;7;61;$46,28;$18,17;;$0,00;;24;2008;Fri;2008-24;0;
38;14 июн€ 2008 г.;$2 176,72;$0,00;$0,00;$513,10;30;$17,10;$1 663,62;7;37;$237,66;$58,83;Bakery, Hattonvale;$0,00;;24;2008;Sat;2008-24;0;
;15 июн€ 2008 г.;$5 397,74;$1 703,29;$7 101,03;;198;$13,43;$2 213,99;22;220;$59,56;$21,37;;;;25;2008;Sun;2008-25;0;
39;16 июн€ 2008 г.;$484,44;$0,00;$0,00;$425,35;35;$12,15;$59,09;2;37;$29,55;$13,09;;-$20,00;;25;2008;Mon;2008-25;0;
39;17 июн€ 2008 г.;$495,39;$0,00;$0,00;$414,05;34;$12,18;$81,34;5;39;$16,27;$12,70;;-$0,05;;25;2008;Tue;2008-25;0;
39;18 июн€ 2008 г.;$862,23;$0,00;$0,00;$709,85;39;$18,20;$152,38;5;44;$30,48;$19,60;;-$2,05;;25;2008;Wed;2008-25;0;
39;19 июн€ 2008 г.;$657,27;$0,00;$0,00;$549,40;33;$16,65;$107,86;5;38;$21,57;$17,30;;$0,05;;25;2008;Thu;2008-25;0;
39;20 июн€ 2008 г.;$1 253,14;$0,00;$0,00;$770,72;46;$16,75;$482,42;5;51;$96,48;$24,57;Plus Exchange paid $549.08 cash not listed in takings;-$0,65;;25;2008;Fri;2008-25;0;
39;21 июн€ 2008 г.;$618,09;$0,00;$0,00;$446,10;25;$17,84;$171,99;4;29;$43,00;$21,31;;$0,00;;25;2008;Sat;2008-25;0;
;22 июн€ 2008 г.;$4 370,56;$1 995,10;$6 365,66;;212;$15,63;$1 055,08;26;238;$39,56;$18,10;;;;26;2008;Sun;2008-26;0;
40;23 июн€ 2008 г.;$645,01;$0,00;$0,00;$543,80;37;$14,70;$101,21;3;40;$33,74;$16,13;;-$32,20;;26;2008;Mon;2008-26;0;
40;24 июн€ 2008 г.;$1 259,62;$0,00;$0,00;$625,60;44;$14,22;$634,02;8;52;$79,25;$24,22;;$0,15;;26;2008;Tue;2008-26;0;
40;25 июн€ 2008 г.;$402,69;$0,00;$0,00;$328,30;32;$10,26;$74,39;2;34;$37,20;$11,84;;$11,30;;26;2008;Wed;2008-26;0;
40;26 июн€ 2008 г.;$1 075,34;$0,00;$0,00;$831,60;45;$18,48;$243,74;7;52;$34,82;$20,68;;$1,60;;26;2008;Thu;2008-26;0;
40;27 июн€ 2008 г.;$1 949,71;$0,00;$0,00;$1 424,10;51;$27,92;$525,61;7;58;$75,09;$33,62;;-$40,05;;26;2008;Fri;2008-26;0;
40;28 июн€ 2008 г.;$1 006,24;$0,00;$0,00;$825,95;41;$20,15;$180,29;5;46;$36,06;$21,87;;$0,00;;26;2008;Sat;2008-26;0;
;29 июн€ 2008 г.;$6 338,61;$1 027,95;$7 366,56;;250;$17,62;$1 759,26;32;282;$49,36;$21,39;;;;27;2008;Sun;2008-27;0;
41;30 июн€ 2008 г.;$1 098,71;$0,00;$0,00;$785,30;37;$21,22;$313,41;6;43;$52,24;$25,55;;-$46,59;;27;2008;Mon;2008-27;0;
41;1 июл€ 2008 г.;$1 079,55;$0,00;$0,00;$576,00;41;$14,05;$503,55;10;51;$50,36;$21,17;;$13,00;;27;2008;Tue;2008-27;0;
41;2 июл€ 2008 г.;$469,10;$0,00;$0,00;$424,95;39;$10,90;$44,15;2;41;$22,08;$11,44;;$2,50;;27;2008;Wed;2008-27;0;
41;3 июл€ 2008 г.;$725,90;$0,00;$0,00;$634,55;39;$16,27;$91,35;4;43;$22,84;$16,88;;-$18,80;;27;2008;Thu;2008-27;0;
41;4 июл€ 2008 г.;$1 447,00;$0,00;$0,00;$1 373,50;57;$24,10;$73,50;2;59;$36,75;$24,53;;$2,45;;27;2008;Fri;2008-27;0;
41;5 июл€ 2008 г.;$925,25;$0,00;$0,00;$617,70;32;$19,30;$307,55;8;40;$38,44;$23,13;;$0,00;;27;2008;Sat;2008-27;0;
;6 июл€ 2008 г.;$5 745,51;$1 514,55;$7 260,06;;245;$17,64;$1 333,51;32;277;$37,12;$20,45;;;;28;2008;Sun;2008-28;0;
42;7 июл€ 2008 г.;$1 771,41;$0,00;$0,00;$892,50;49;$18,21;$878,91;7;56;$125,56;$31,63;;$2,00;;28;2008;Mon;2008-28;0;
42;8 июл€ 2008 г.;$576,77;$0,00;$0,00;$510,20;39;$13,08;$66,57;2;41;$33,29;$14,07;;$0,00;;28;2008;Tue;2008-28;0;
42;9 июл€ 2008 г.;$875,68;$0,00;$0,00;$773,65;42;$18,42;$102,03;3;45;$34,01;$19,46;;$0,00;;28;2008;Wed;2008-28;0;
42;10 июл€ 2008 г.;$558,28;$0,00;$0,00;$494,25;29;$17,04;$64,03;2;31;$32,02;$18,01;;$0,00;;28;2008;Thu;2008-28;0;
42;11 июл€ 2008 г.;$1 542,35;$0,00;$0,00;$1 177,60;54;$21,81;$364,75;5;59;$72,95;$26,14;;-$33,65;;28;2008;Fri;2008-28;0;
42;12 июл€ 2008 г.;$657,20;$0,00;$0,00;$402,65;21;$19,17;$254,55;5;26;$50,91;$25,28;;$1,00;;28;2008;Sat;2008-28;0;
;13 июл€ 2008 г.;$5 981,69;$2 000,04;$7 981,73;;234;$17,96;$1 730,84;24;258;$58,12;$22,43;;-$30,65;;29;2008;Sun;2008-29;0;
43;14 июл€ 2008 г.;$736,37;$0,00;$0,00;$608,40;40;$15,21;$127,97;3;43;$42,66;$17,12;;;;29;2008;Mon;2008-29;0;
43;15 июл€ 2008 г.;$516,07;$0,00;$0,00;$420,85;34;$12,38;$95,22;3;37;$31,74;$13,95;;$4,05;;29;2008;Tue;2008-29;0;
43;16 июл€ 2008 г.;$930,84;$0,00;$0,00;$608,35;42;$14,48;$322,49;4;46;$80,62;$20,24;;-$1,40;;29;2008;Wed;2008-29;0;
43;17 июл€ 2008 г.;$719,48;$0,00;$0,00;$578,50;43;$13,45;$140,98;2;45;$70,49;$15,99;;-$9,10;;29;2008;Thu;2008-29;0;
43;18 июл€ 2008 г.;$968,65;$0,00;$0,00;$864,60;48;$18,01;$104,35;3;51;$34,78;$19,00;;;;29;2008;Fri;2008-29;0;
43;19 июл€ 2008 г.;$748,23;$0,00;$0,00;$407,15;31;$13,13;$341,08;6;37;$56,85;$20,22;;$4,55;;29;2008;Sat;2008-29;0;
;20 июл€ 2008 г.;$4 619,64;$1 655,25;$6 274,89;;238;$14,45;$1 132,09;21;259;$52,86;$17,75;;;;30;2008;Sun;2008-30;0;
44;21 июл€ 2008 г.;$775,30;$0,00;$0,00;$597,05;39;$15,31;$178,25;3;42;$59,42;$18,46;;$0,15;;30;2008;Mon;2008-30;0;
44;22 июл€ 2008 г.;$666,34;$0,00;$0,00;$591,60;36;$16,43;$74,74;3;39;$24,91;$17,09;;$0,00;;30;2008;Tue;2008-30;0;
44;23 июл€ 2008 г.;$657,74;$0,00;$0,00;$577,85;45;$12,84;$79,89;3;48;$26,63;$13,70;;$5,05;;30;2008;Wed;2008-30;0;
44;24 июл€ 2008 г.;$2 907,65;$0,00;$0,00;$942,25;55;$17,13;$1 965,40;8;63;$245,68;$46,15;bakery;$0,45;Bakery $1713 and Laidley Hotel May account $1097;30;2008;Thu;2008-30;0;
44;25 июл€ 2008 г.;$1 340,52;$0,00;$0,00;$950,15;55;$17,28;$390,37;8;63;$48,80;$21,28;;-$0,05;Laidley Hotel paid June account;30;2008;Fri;2008-30;0;
44;26 июл€ 2008 г.;$799,86;$0,00;$0,00;$528,50;24;$22,02;$271,36;6;30;$45,23;$26,66;;$0,00;;30;2008;Sat;2008-30;0;
;27 июл€ 2008 г.;$7 147,41;$1 908,35;$9 055,76;;254;$16,84;$2 960,01;31;285;$75,11;$23,89;;;;31;2008;Sun;2008-31;0;
